edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	csr_title	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E00021	57110	6010001023786	三菱マテリアル株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZJL	有価証券報告書－第91期(平成27年4月1日－平成28年3月31日)			1	1	13	12	1.31489536E9	1.41789495E12	7.0419997E10	7.2442003E10	6.1316002E10	1.79337495E12	6.4501698E11	5.5522702E11	1.31000003E10	10.0	46.8	423.83			1.845766E12	6.3726551E11	5.5299447E11		11.09	3.92	4.97	5.11	30.96	21.36	2.06	401.0	518.0	270.0	318.0	403.6666666666667
E00023	57130	9010401015273	住友金属鉱山株式会社	2015	FY	2016-06-27	2015-04-01	2016-03-31	S1007YOI	有価証券報告書－第91期(平成27年4月1日－平成28年3月31日)			1	1	13	12	5.8162803E8	8.55407E11	5.9719999E10	-1.27640003E10	-3.09E8	1.63080005E12	1.07599502E12	9.8295801E11	1.71009997E10	31.0	-0.56	1781.91			1.68552301E12	1.11747006E12	1.017091E12		-0.03	-0.76	6.98	-1.49	60.27		1.53	1700.5	2040.0	1012.5	1117.5	1506.75
E00024	57060	7010701011370	三井金属鉱業株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S10080M9	有価証券報告書－第91期(平成27年4月1日－平成28年3月31日)			1	1	13	12	5.7296614E8	4.50552988E11	1.11370004E10	-1.12839997E10	-2.09259991E10	4.84800004E11	1.79566002E11	1.69536995E11	3.42599987E9	6.0	-36.64	296.85			5.11723012E11	1.93336001E11	1.83261495E11		-11.42	-2.21	2.47	-2.5	34.97		1.77	273.0	374.0	150.0	180.0	246.91666666666666
E00026	57290	2011101016386	日本精鉱株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S1008285	有価証券報告書－第121期(平成27年4月1日－平成28年3月31日)			1	2	13	12	1.30295E7	1.17970002E10	5.32E8	5.05E8	3.12E8	1.02570004E10	5.2130002E9	5.2130002E9	1.22E8	10.0	25.63	426.89			1.06549996E10	5.1350001E9	5.1350001E9		6.08	4.74	4.51	4.28	50.82	39.1	2.38	371.0	408.0	211.0	275.0	333.8333333333333
E00027	14910	7010001008720	中外鉱業株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S10083HL	有価証券報告書－第124期(平成27年4月1日－平成28年3月31日)			1	2	13	12	2.89747968E8	2.91879997E10	-2.04E8	-2.71E8	-4.83E8	7.6450002E9	6.6770002E9	6.6669998E9	0.0	0.0	-1.67	23.02			7.9250002E9	6.9149998E9	6.9049999E9		-6.99	-3.42	-0.7	-0.93	87.21		0.0	28.0	34.0	21.0	22.0	25.583333333333332
E00028	57140	1010001008750	ＤＯＷＡホールディングス株式会社	2015	FY	2016-06-24	2015-04-01	2016-03-31	S1007T86	有価証券報告書－第113期(平成27年4月1日－平成28年3月31日)			1	1	13	12	3.09946016E8	4.06597992E11	3.5066999E10	3.5056001E10	2.18260009E10	3.64420006E11	2.03370004E11	1.94921005E11	5.4089999E9	18.0	73.75	658.66			3.71806503E11	1.99509508E11	1.91021007E11		11.43	9.43	8.62	8.62	53.49	24.78	2.71	1017.0	1243.0	547.0	627.0	954.5
E00030	33150	5010601029770	日本コークス工業株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZRL	有価証券報告書－第13期(平成27年4月1日－平成28年3月31日)			1	1	9	12	3.0234944E8	9.2502999E10	2.29699994E9	1.17500006E9	-1.68099994E9	1.13804001E11	4.1225998E10	4.1350001E10	6.03E8	2.0	-5.57	137.05			1.16827496E11	4.2529501E10	4.2624999E10		-3.94	1.01	2.48	1.27	36.33		1.42	113.0	123.0	70.0	81.0	101.75
E00032	57150	7010001008803	古河機械金属株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007W83	有価証券報告書－第149期(平成27年4月1日－平成28年3月31日)			1	1	13	12	4.0445568E8	1.61798996E11	7.9879997E9	6.2269998E9	5.056E9	1.95649995E11	6.8261999E10	6.6459001E10	2.02E9	5.0	12.51	164.48			2.01483502E11	6.9421498E10	6.7620999E10		7.48	3.09	4.94	3.85	33.97	39.95	2.91	212.0	304.0	148.0	166.0	209.0
E00033	96750	9380001014473	常磐興産株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZSY	有価証券報告書－第98期(平成27年4月1日－平成28年3月31日)			1	1	33	12	8.8087784E7	3.5767001E10	1.822E9	1.51900006E9	1.348E9	5.4400999E10	1.37790003E10	1.37479997E10	1.75E8	2.0	15.35	156.48			5.6435499E10	1.34630001E10	1.34329999E10		10.03	2.69	5.09	4.25	25.27	12.98	1.3	153.0	164.0	142.0	152.0	153.0
E00034	88350	8010501031238	太平洋興発株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S10080DL	有価証券報告書－第141期(平成27年4月1日－平成28年3月31日)			1	1	26	12	7.7834488E7	2.94059991E10	7.55E8	6.39E8	2.18E8	3.6692001E10	1.40600003E10	1.35719997E10	1.94E8	2.5	2.81	174.45			3.6209E10	1.42320005E10	1.37595003E10		1.58	1.76	2.57	2.17	36.99	88.99	1.36	95.0	102.0	68.0	77.0	87.5
E00035	70210	4010401054508	株式会社ニッチツ	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZGA	有価証券報告書－第91期(平成27年4月1日－平成28年3月31日)			1	2	15	12	2.13E7	9.7869998E9	4.35E8	4.27E8	1.46E8	1.62130002E10	1.13260001E10	1.13260001E10	1.27E8	6.0	6.91	532.89			1.6672E10	1.14959995E10	1.14959995E10		1.27	2.56	4.44	4.36	69.86	86.99	1.1	234.0	250.0	154.0	172.0	202.5
E00036	15150	5010001008730	日鉄鉱業株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1008065	有価証券報告書－第102期(平成27年4月1日－平成28年3月31日)			1	1	2	12	8.3523192E7	1.14088002E11	1.00900004E10	9.7229998E9	4.4829998E9	1.62379006E11	9.0850001E10	8.7471997E10	6.65E8	8.0	53.86	1051.0			1.66217007E11	9.1658002E10	8.8345502E10		5.07	5.85	8.84	8.52	53.87	14.83	0.73	437.0	635.0	392.0	420.0	477.0
E00037	15180	5290001010634	三井松島ホールディングス株式会社	2015	FY	2016-06-24	2015-04-01	2016-03-31	S1007SX8	有価証券報告書－第160期(平成27年4月1日－平成28年3月31日)			1	1	2	12	1.38677568E8	5.8564002E10	1.007E9	1.37900006E9	1.512E9	5.5281E10	3.28910008E10	3.28829993E10	5.54E8	4.0	10.91	237.17			5.6685998E10	3.36614994E10	3.36544993E10		4.49	2.43	1.72	2.35	59.48	36.64	1.65	129.0	141.0	112.0	117.0	126.41666666666667
E00041	16620	3010001108219	石油資源開発株式会社	2015	FY	2016-06-27	2015-04-01	2016-03-31	S1007XG2	有価証券報告書－第46期(平成27年4月1日－平成28年3月31日)			1	1	2	12	5.7154776E7	2.40301998E11	8.336E9	4.6520003E9	2.09E9	7.0760097E11	4.95316992E11	4.21008998E11	2.85699994E9	50.0	36.58	7366.4			7.2223149E11	5.17981995E11	4.40703484E11		0.47	0.64	3.47	1.94	59.5	136.7	0.55	4050.0	4700.0	2423.0	2522.0	3468.0
E00043	16050	7010401078520	国際石油開発帝石株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007Z6T	有価証券報告書－第10期(平成27年4月1日－平成28年3月31日)	国際石油開発帝石 サステイナビリティレポート 2016	http://csr-toshokan.net/ln_book/inpex-2016/download.pdf	1	1	2	12	1.46232358E9	1.00956399E12	3.90138986E11	3.74770991E11	1.67769999E10	4.36984113E12	3.17880297E12	2.93289198E12	2.62860001E10	18.0	11.49	2008.34			4.4344971E12	3.23375307E12	2.99978588E12		0.56	8.45	38.64	37.12	67.12	156.68	0.81	1334.0	1555.5	800.4	853.5	1196.2083333333333
E00048	19250	6120001059662	大和ハウス工業株式会社	2015	FY	2016-06-28	2015-04-01	2016-03-31	S1007Y0R	有価証券報告書－第77期(平成27年4月1日－平成28年3月31日)			1	1	3	12	6.6623821E8	3.19290003E12	2.43099992E11	2.33591996E11	1.03577002E11	3.25780505E12	1.18198606E12	1.17027806E12	5.3132001E10	80.0	156.4	1762.97			3.13940587E12	1.14740154E12	1.13795295E12		9.1	7.44	7.61	7.32	35.92	51.3	4.63	2370.5	3654.0	2326.0	3166.0	2678.0
E00049	18810	9010001034987	株式会社ＮＩＰＰＯ	2015	FY	2016-06-24	2015-04-01	2016-03-31	S1007SLA	有価証券報告書－第115期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.1940184E8	4.07432987E11	4.0784998E10	4.2112999E10	2.6224001E10	4.72492016E11	2.67637998E11	2.62259999E11	4.168E9	35.0	220.18	2201.99			4.70972989E11	2.59275506E11	2.54376002E11		10.31	8.94	10.01	10.34	55.51	15.89	1.61	1985.0	2254.0	1610.0	1893.0	2003.0
E00051	18240	4010001008789	前田建設工業株式会社	2015	FY	2016-06-24	2015-04-01	2016-03-31	S1007VQS	有価証券報告書－第71期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.852136E8	4.41722995E11	1.87029996E10	2.29909996E10	1.75049994E10	4.45239001E11	1.64073996E11	1.57120004E11	2.03500006E9	11.0	98.75	886.35			4.36734001E11	1.61275494E11	1.54956497E11		11.3	5.26	4.23	5.2	35.29	11.63	1.26	854.0	994.0	648.0	839.0	840.3333333333334
E00052	18010	4011101011880	大成建設株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S1007XPB	有価証券報告書－第156期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.17126886E9	1.54588899E12	1.17467996E11	1.17703E11	7.7044998E10	1.66082105E12	5.21277014E11	5.17875007E11	1.87179991E10	16.0	65.85	442.67			1.69803448E12	5.06695516E11	5.03813505E11		15.29	6.93	7.6	7.61	31.18	24.29	3.69	674.0	856.0	645.0	744.0	687.0
E00053	18030	1010401013565	清水建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007XJ9	有価証券報告書－第114期(平成27年4月1日－平成28年3月31日)	清水建設株式会社	http://csr-toshokan.net/ln_book/shimz-2016/download.pdf	1	1	3	12	7.8851462E8	1.66493304E12	9.4667997E10	9.5501001E10	5.9321999E10	1.72293593E12	4.85654987E11	4.80715014E11	1.25740001E10	16.0	75.61	612.7			1.71316753E12	4.83775513E11	4.78812013E11		12.39	5.57	5.69	5.74	27.9	21.2	2.6	812.0	1237.0	800.0	954.0	865.0
E00055	18020	7010401088742	株式会社大林組	2015	FY	2016-06-30	2015-04-01	2016-03-31	S1007ZDM	有価証券報告書－第112期(平成27年4月1日－平成28年3月31日)			1	1	3	12	7.2150963E8	1.777834E12	1.06380001E11	1.11207997E11	6.3437001E10	1.95190705E12	5.61658E11	5.16097999E11	1.29249997E10	18.0	88.36	719.01			1.97404996E12	5.555705E11	5.11884001E11		12.39	5.63	5.98	6.26	26.44	20.37	2.33	772.0	1197.0	762.0	1110.0	803.0
E00056	18610	1210001001082	株式会社　熊谷組	2015	FY	2016-06-29	2015-04-01	2016-03-31	S10081EP	有価証券報告書－第79期(平成27年4月1日－平成28年3月31日)			1	1	3	12	3.77544608E8	3.43646994E11	2.45400003E10	2.57719992E10	1.20920003E10	2.55524995E11	6.4932999E10	6.4932999E10	1.49900006E9	4.0	32.36	173.76			2.55519506E11	5.9242E10	5.9242E10		20.41	10.09	7.14	7.5	25.41	12.4	2.53	371.0	411.0	222.0	286.0	347.4166666666667
E00058	18120	8010401006744	鹿島建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007Q3D	有価証券報告書－第119期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.057312E9	1.74270002E12	1.11078998E11	1.13376002E11	7.2322998E10	1.88678105E12	4.74050986E11	4.71295001E11	1.24780001E10	12.0	69.66	453.93			1.86302005E12	4.55501513E11	4.53104992E11		15.96	6.09	6.37	6.51	24.98	17.25	2.74	560.0	755.0	539.0	706.0	560.0
E00059	18870	3010401022812	日本国土開発株式会社	2015	FY	2016-08-31	2015-06-01	2016-05-31	S1008KUB	有価証券報告書－第87期(平成27年6月1日－平成28年5月31日)																																				
E00060	18200	8010401021454	西松建設株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S1007ZJD	有価証券報告書－第79期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.77957504E8	3.08826014E11	1.61840005E10	1.62899999E10	1.45979996E10	3.51334007E11	1.56154003E11	1.53716998E11	4.4300001E9	16.0	52.71	555.06			3.68901489E11	1.52853496E11	1.50782001E11		9.68	4.42	5.24	5.27	43.75	30.35	2.9	423.0	548.0	382.0	483.0	443.0
E00061	18830	6010701009184	前田道路株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZPS	有価証券報告書－第91期(平成27年4月1日－平成28年3月31日)			1	1	3	12	9.4159456E7	2.32678998E11	2.8809001E10	2.92909998E10	1.7462999E10	2.47075996E11	1.73719994E11	1.72567003E11	4.7529999E9	55.0	202.46	1999.39			2.37424001E11	1.69186001E11	1.68440496E11		10.37	12.34	12.38	12.59	69.84	27.22	2.81	1920.0	2445.0	1603.0	1856.0	1977.0
E00063	18050	8010001008703	飛島建設株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S10082EA	有価証券報告書－第73期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.93104352E8	1.20709997E11	6.6620001E9	6.0589998E9	6.1149998E9	9.1454996E10	2.19620004E10	2.19580006E10	3.85E8	2.0	36.59	114.04			9.1524497E10	1.32000891E10	1.31955896E10	6.0349107E9	46.34	6.62	5.52	5.02	24.01	6.3	2.92	242.0	267.0	135.0	186.0	206.16666666666666
E00064	18100	7010001034956	松井建設株式会社	2015	FY	2016-06-30	2015-04-01	2016-03-31	S1007VJH	有価証券報告書－第87期(平成27年4月1日－平成28年3月31日)			1	1	3	12	3.058E7	8.7958004E10	6.12E9	6.3299999E9	3.83800013E9	7.0480003E10	2.81550008E10	2.81550008E10	4.88E8	16.0	125.76	922.49			6.5942499E10	2.70210007E10	2.70210007E10		14.2	9.6	6.96	7.2	39.95	12.71	1.81	692.0	815.0	560.0	750.0	642.6666666666666
E00065	18150	2010001008709	鉄建建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007YUA	有価証券報告書－第75期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.56689568E8	1.71242996E11	1.78499994E9	2.62700006E9	1.27100006E9	1.83671996E11	4.5447999E10	4.5049E10	3.12E8	2.0	8.15	288.58			1.82519497E11	4.4976501E10	4.4574999E10		2.85	1.44	1.04	1.53	24.53	24.55	0.69	407.0	425.0	214.0	271.0	326.4166666666667
E00066	18820	7010401020201	東亜道路工業株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007UYT	有価証券報告書－第110期(平成27年4月1日－平成28年3月31日)			1	1	3	12	5.220024E7	9.6585998E10	5.4870001E9	5.4119997E9	3.13900006E9	8.1193001E10	3.5008E10	3.43350006E10	5.07E8	10.0	61.89	676.97			8.0674497E10	3.38739999E10	3.32575007E10		9.44	6.71	5.68	5.6	42.29	16.15	1.5	404.0	495.0	334.0	375.0	430.0
E00067	18840	9010401023409	日本道路株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1008121	有価証券報告書－第111期(平成27年4月1日－平成28年3月31日)			1	1	3	12	9.7616184E7	1.41783007E11	9.8779996E9	9.7479997E9	4.9059999E9	1.42698004E11	7.4609E10	7.4462003E10	1.494E9	17.0	55.77	846.94			1.43964504E11	7.31595E10	7.3019498E10		6.72	6.77	6.97	6.88	52.18	30.45	2.04	591.0	701.0	485.0	523.0	602.25
E00069	18110	5120001049004	株式会社錢高組	2015	FY	2016-06-29	2015-04-01	2016-03-31	S100804T	有価証券報告書－第85期(平成27年4月1日－平成28年3月31日)			1	1	3	12	7.3531408E7	1.15041001E11	4.5260001E9	4.5959997E9	2.93699994E9	1.28292004E11	5.2022002E10	5.2022002E10	4.31E8	6.0	40.87	723.73			1.37577005E11	5.2013998E10	5.2013998E10		5.65	3.34	3.93	4.0	40.55	14.67	0.83	387.0	714.0	310.0	473.0	367.5
E00073	19410	9240001006971	株式会社中電工	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007Z4A	有価証券報告書－第100期(平成27年4月1日－平成28年3月31日)			1	1	3	12	6.5138116E7	1.47751993E11	1.09770004E10	1.48039997E10	1.08889999E10	2.60072997E11	2.15058006E11	2.13061992E11	4.20099994E9	72.0	185.97	3654.78			2.60965499E11	2.15552508E11	2.13694005E11		5.1	5.67	7.43	10.02	81.92	38.58	1.95	2285.0	2823.0	2147.0	2249.0	2288.0
E00074	19420	9010401006818	株式会社関電工	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZR3	有価証券報告書－第102期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.05288336E8	4.47673008E11	1.6416E10	1.70770002E10	9.4119997E9	4.07681008E11	1.97979996E11	1.92515998E11	2.85900006E9	14.0	46.07	942.42			3.86929E11	1.95662496E11	1.90441996E11		4.94	4.41	3.67	3.81	47.22	30.38	1.46	694.0	909.0	675.0	803.0	755.0
E00075	19440	1120001063033	株式会社きんでん	2015	FY	2016-06-27	2015-04-01	2016-03-31	S1007VVI	有価証券報告書－第102期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.18141088E8	4.75344994E11	3.34500004E10	3.5378E10	2.36690002E10	5.47554001E11	3.76520999E11	3.74984016E11	5.2070001E9	24.0	109.09	1728.33			5.4489999E11	3.77090015E11	3.75358489E11		6.31	6.49	7.04	7.44	68.48	22.0	1.38	1486.0	1748.0	1345.0	1380.0	1563.6666666666667
E00076	19460	8180001038758	株式会社トーエネック	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007XXF	有価証券報告書－第98期(平成27年4月1日－平成28年3月31日)			1	1	3	12	9.6649952E7	1.98241993E11	8.1170002E9	8.2089999E9	4.4419999E9	1.98014992E11	8.2754003E10	8.2754003E10	1.31E9	14.0	47.47	884.32			1.94838004E11	8.4779999E10	8.47785E10		5.24	4.21	4.09	4.14	41.79	29.49	1.55	572.0	954.0	565.0	694.0	595.0
E00078	19540	2010001016851	日本工営株式会社	2015	FY	2016-09-30	2015-07-01	2016-06-30	S1008QVV	有価証券報告書－第72期(平成27年7月1日－平成28年6月30日)			1	1	33	12	8.6656512E7	8.1864999E10	4.7229998E9	4.3650002E9	1.82300006E9	1.00989002E11	5.1460002E10	5.1122E10	7.71E8	10.0	23.82	665.31			9.2549497E10	5.2220502E10	5.1883E10		3.51	4.72	5.77	5.33	50.62	42.29	1.48	475.0	512.0	345.0	355.0	454.5833333333333
E00079	18920	5180001038835	徳倉建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1008196	有価証券報告書－第71期(平成27年4月1日－平成28年3月31日)																																				
E00080	18850	3011101055078	東亜建設工業株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007TBX	有価証券報告書－第126期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.24946288E8	2.00281997E11	1.17889997E10	1.06060001E10	6.0380001E9	1.96491002E11	7.1142998E10	7.0684E10	8.5E8	4.0	28.89	338.16			1.93346503E11	7.00735E10	6.9658501E10		8.67	5.49	5.89	5.3	35.97	14.08	1.21	200.0	348.0	189.0	266.0	205.0
E00081	18880	6290801012011	若築建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007XYM	有価証券報告書－第200期(平成27年4月1日－平成28年3月31日)			1	1	3	12	1.29649936E8	7.6942E10	2.58599987E9	2.39100006E9	2.026E9	6.4242999E10	2.10599997E10	2.04169994E10	3.88E8	3.0	15.64	157.6			6.2767501E10	2.03585004E10	1.9760001E10		10.25	3.81	3.36	3.11	31.78	19.15	1.91	184.0	187.0	102.0	127.0	153.33333333333334
E00082	18900	9120001077496	東洋建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007ZXO	有価証券報告書－第96期(平成27年4月1日－平成28年3月31日)			1	1	3	12	9.4371184E7	1.56235006E11	8.464E9	7.5010002E9	4.52E9	1.31314E11	3.9069E10	3.8286E10	1.13100006E9	12.0	47.92	405.88			1.27280497E11	3.7210001E10	3.6375998E10		12.43	5.89	5.42	4.8	29.16	25.02	3.04	472.0	572.0	409.0	491.0	460.5
E00083	18330	7120001004931	株式会社奥村組	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007NWH	有価証券報告書－第79期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.28326128E8	2.05290996E11	8.4230001E9	9.2720005E9	8.6250004E9	2.66679992E11	1.43277998E11	1.43277998E11	4.18300006E9	21.0	43.28	719.14			2.63490994E11	1.41966508E11	1.41966508E11		6.08	3.52	4.1	4.52	53.73	48.5	2.95	557.0	718.0	531.0	595.0	572.0
E00085	18210	2010001131477	三井住友建設株式会社	2015	FY	2016-06-29	2015-04-01	2016-03-31	S1007UTR	有価証券報告書－第13期(平成27年4月1日－平成28年3月31日)			1	1	3	12	8.1336659E8	4.14957994E11	2.33639997E10	2.1801001E10	9.9020001E9	2.93663015E11	4.8135999E10	4.2066002E10	1.62499994E9	2.0	12.18	51.75			2.86556488E11	4.4162998E10	3.8267498E10		25.88	7.61	5.63	5.25	14.32	16.41	3.68	166.0	178.0	81.0	101.0	133.25
E00086	18930	1010001000006	五洋建設株式会社	2015	FY	2016-06-24	2015-04-01	2016-03-31	S1007UHI	有価証券報告書－第66期(平成27年4月1日－平成28年3月31日)			1	1	3	12	2.8601392E8	4.91564007E11	2.0617001E10	1.9407999E10	7.8050002E9	3.78766E11	8.0655999E10	8.0586998E10	1.71500006E9	6.0	27.3	281.87			3.72467499E11	7.8862E10	7.8809997E10		9.9	5.21	4.19	3.95	21.28	21.97	2.17	433.0	628.0	412.0	471.0	450.0
