edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	csr_title	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E00024	57060	7010701011370	三井金属鉱業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100APGV	有価証券報告書－第92期(平成28年4月1日－平成29年3月31日)			1	1	13	12	5.7296614E8	4.36330004E11	3.8461002E10	3.10470001E10	1.86739999E10	5.18980993E11	1.84421007E11	1.73982007E11	3.99699994E9	7.0	32.7	304.64			5.01891006E11	1.81993996E11	1.71759993E11		10.87	6.19	8.81	7.12	33.52	21.4	2.2	178.0	416.0	162.0	379.0	190.66666666666666
E00026	57290	2011101016386	日本精鉱株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100APC2	有価証券報告書－第122期(平成28年4月1日－平成29年3月31日)			1	2	13	12	1.30295E7	1.15110001E10	9.66E8	9.55E8	6.44E8	1.07160003E10	5.7539999E9	5.7539999E9	1.22E8	10.0	52.81	471.26			1.04865004E10	5.4835E9	5.4835E9		11.74	9.11	8.39	8.3	53.7	18.94	2.22	282.0	422.0	267.0	405.0	297.0
E00027	14910	7010001008720	中外鉱業株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100ASII	有価証券報告書－第125期(平成28年4月1日－平成29年3月31日)			1	2	13	12	2.89747968E8	6.2500999E10	1.46E8	7.4E7	-9.2E7	7.5849999E9	6.5849999E9	6.5750001E9	0.0	0.0	-0.32	22.7			7.6150001E9	6.6310001E9	6.6210002E9		-1.39	0.97	0.23	0.12	86.68		0.0	22.0	37.0	19.0	27.0	21.0
E00028	57140	1010001008750	ＤＯＷＡホールディングス株式会社	2016	FY	2017-06-27	2016-04-01	2017-03-31	S100AKXD	有価証券報告書－第114期(平成28年4月1日－平成29年3月31日)			1	1	13	12	3.09946016E8	4.10502988E11	3.39900006E10	3.6503998E10	2.61689999E10	4.04603994E11	2.27820995E11	2.19303002E11	5.4089999E9	18.0	88.43	741.06			3.84512E11	2.15596007E11	2.07111995E11		12.64	9.49	8.28	8.89	54.2	20.67	2.51	622.0	1009.0	497.0	802.0	610.0
E00030	33150	5010601029770	日本コークス工業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AOJW	有価証券報告書－第14期(平成28年4月1日－平成29年3月31日)			1	1	9	12	3.0234944E8	8.9050997E10	2.64600013E9	1.24300006E9	1.90700006E9	1.15757998E11	4.3763999E10	4.3763999E10	6.03E8	2.0	6.32	145.05			1.14781004E11	4.2495001E10	4.2557002E10		4.48	1.08	2.97	1.4	37.81	31.62	1.42	80.0	117.0	58.0	95.0	69.0
E00032	57150	7010001008803	古河機械金属株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100ADJT	有価証券報告書－第150期(平成28年4月1日－平成29年3月31日)			1	1	13	12	4.0445568E8	1.49828993E11	6.5449999E9	7.2019999E9	4.25400013E9	2.08034005E11	7.9584002E10	7.7657997E10	2.02E9	5.0	10.53	192.2			2.01842E11	7.3923002E10	7.2058503E10		5.9	3.57	4.37	4.81	37.33	47.48	2.73	166.0	245.0	123.0	205.0	160.0
E00033	96750	9380001014473	常磐興産株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AOIX	有価証券報告書－第99期(平成28年4月1日－平成29年3月31日)			1	1	33	12	8808778.0	3.6176998E10	1.10099994E9	7.89E8	5.48E8	5.5237001E10	1.48659999E10	1.48330004E10	1.75E8	20.0	62.47	1688.52			5.4819E10	1.43224996E10	1.42904996E10		3.83	1.44	3.04	2.18	26.85	31.93	1.22	151.0	1721.0	144.0	1606.0	150.0
E00034	88350	8010501031238	太平洋興発株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100APGA	有価証券報告書－第142期(平成28年4月1日－平成29年3月31日)			1	1	26	12	7.7834488E7	3.1689001E10	9.39E8	7.76E8	6.38E8	3.7840998E10	1.47050004E10	1.4176E10	2.33E8	3.0	8.21	182.22			3.7266502E10	1.43824998E10	1.38739999E10		4.6	2.08	2.96	2.45	37.46	36.52	1.62	78.0	125.0	66.0	97.0	71.0
E00035	70210	4010401054508	株式会社ニッチツ	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AM1D	有価証券報告書－第92期(平成28年4月1日－平成29年3月31日)			1	2	15	12	2.13E7	9.36E9	4.33E8	4.72E8	1.79E8	1.61470003E10	1.1488E10	1.1488E10	1.27E8	6.0	8.43	540.54			1.61799997E10	1.14069996E10	1.14069996E10		1.57	2.92	4.63	5.04	71.15	70.95	1.11	167.0	274.0	155.0	205.0	165.5
E00036	15150	5010001008730	日鉄鉱業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AP1Y	有価証券報告書－第103期(平成28年4月1日－平成29年3月31日)			1	1	2	12	8352319.0	1.07324998E11	8.0259999E9	7.4739999E9	7.2889999E9	1.67496008E11	1.02399001E11	9.8042003E10	6.65E8	80.0	875.83	11781.57			1.64938007E11	9.6624501E10	9.2757E10		7.86	4.53	7.48	6.96	58.53	9.12	0.69	418.0	6400.0	312.0	6020.0	371.0
E00037	15180	5290001010634	三井松島ホールディングス株式会社	2016	FY	2017-06-23	2016-04-01	2017-03-31	S100AK0X	有価証券報告書－第161期(平成28年4月1日－平成29年3月31日)			1	1	2	12	1.3867757E7	5.3085999E10	1.027E9	9.59E8	1.32300006E9	5.9113001E10	3.1721001E10	3.17080003E10	5.22E8	40.0	98.74	2427.07			5.7196999E10	3.23059999E10	3.22954998E10		4.1	1.68	1.93	1.81	53.64	39.46	1.62	117.0	1642.0	92.0	1425.0	104.75
E00041	16620	3010001108219	石油資源開発株式会社	2016	FY	2017-06-28	2016-04-01	2017-03-31	S100AOJ1	有価証券報告書－第47期(平成28年4月1日－平成29年3月31日)			1	1	2	12	5.7154776E7	2.07130001E11	6.85E8	2.22200013E9	3.44300006E9	7.4673901E11	5.10608998E11	4.37518008E11	8.57E8	15.0	60.24	7655.26			7.2717002E11	5.02963012E11	4.29264011E11		0.8	0.31	0.33	1.07	58.59	24.89	0.17	2494.0	3040.0	1919.0	2549.0	2288.6666666666665
E00043	16050	7010401078520	国際石油開発帝石株式会社	2016	FY	2017-06-28	2016-04-01	2017-03-31	S100AKTM	有価証券報告書－第11期(平成28年4月1日－平成29年3月31日)			1	1	2	12	1.46232358E9	8.7442299E11	3.36451994E11	3.33891011E11	4.6167998E10	4.31216997E12	3.20753998E12	2.94317012E12	2.62860001E10	18.0	31.61	2015.38			4.34101001E12	3.19317003E12	2.93803E12		1.57	7.69	38.48	38.18	68.25	56.94	0.82	837.0	1306.0	735.0	1094.5	852.7
E00048	19250	6120001059662	大和ハウス工業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AQGC	有価証券報告書－第78期(平成28年4月1日－平成29年3月31日)			1	1	3	12	6.6623821E8	3.51290996E12	3.10092005E11	3.00528992E11	2.017E11	3.55589004E12	1.32990003E12	1.30829006E12	6.1284999E10	92.0	304.14	1971.66			3.4068499E12	1.25594003E12	1.23927999E12		16.28	8.82	8.83	8.55	36.79	30.38	4.88	3165.0	3367.0	2500.5	3196.0	2910.5714285714284
E00049	18810	9010001034987	株式会社ＮＩＰＰＯ	2016	FY	2017-06-23	2016-04-01	2017-03-31	S100AK4H	有価証券報告書－第116期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.1940184E8	3.93614E11	4.4121002E10	4.5798998E10	2.85180006E10	4.96182002E11	2.94944014E11	2.88497992E11	4.168E9	35.0	239.46	2422.42			4.84336992E11	2.81290998E11	2.75378995E11		10.36	9.46	11.21	11.64	58.14	14.62	1.48	1863.0	2275.0	1626.0	2111.0	1804.0
E00051	18240	4010001008789	前田建設工業株式会社	2016	FY	2017-06-23	2016-04-01	2017-03-31	S100AJAO	有価証券報告書－第72期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.9795568E8	4.22587007E11	2.31030006E10	2.73630003E10	2.39409992E10	6.4860101E11	2.01510994E11	1.90544003E11	2.76899994E9	14.0	132.59	1002.83			5.46920006E11	1.82792995E11	1.73831995E11		13.77	5.0	5.47	6.48	29.38	11.57	1.51	833.0	1091.0	681.0	986.0	824.0
E00052	18010	4011101011880	大成建設株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AMTW	有価証券報告書－第157期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.1467529E9	1.48725E12	1.40822004E11	1.44590995E11	9.0566001E10	1.76008004E12	5.7081299E11	5.6877901E11	2.29070008E10	20.0	78.57	496.6			1.71045002E12	5.46045002E11	5.43326994E11		16.67	8.45	9.47	9.72	32.32	25.29	4.2	738.0	929.0	691.0	811.0	748.0
E00053	18030	1010401013565	清水建設株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AJAY	有価証券報告書－第115期(平成28年4月1日－平成29年3月31日)			1	1	3	12	7.8851462E8	1.56743002E12	1.28835002E11	1.31197002E11	9.8945999E10	1.68820002E12	5.76879E11	5.7177303E11	2.04330004E10	26.0	126.11	728.78			1.70556994E12	5.31266994E11	5.26243987E11		18.8	7.69	8.22	8.37	33.87	20.65	3.85	951.0	1110.0	868.0	998.0	962.5714285714286
E00055	18020	7010401088742	株式会社大林組	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100ALJP	有価証券報告書－第113期(平成28年4月1日－平成29年3月31日)			1	1	3	12	7.2150963E8	1.87272004E12	1.33742002E11	1.40106007E11	9.4501003E10	2.01599995E12	6.4407601E11	5.9415999E11	2.0105001E10	28.0	131.66	827.77			1.98394996E12	6.0286697E11	5.5512898E11		17.02	7.06	7.14	7.48	29.47	21.27	3.33	1106.0	1178.0	911.0	1041.0	1061.0
E00056	18610	1210001001082	株式会社　熊谷組	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100ARAS	有価証券報告書－第80期(平成28年4月1日－平成29年3月31日)			1	1	3	12	3.77544608E8	3.44705991E11	2.51349996E10	2.53580001E10	1.64330004E10	2.71907996E11	8.0287998E10	8.0287998E10	2.62099994E9	7.0	43.99	215.03			2.63716995E11	7.2610497E10	7.2610497E10		22.63	9.62	7.29	7.36	29.53	15.95	3.61	287.0	344.0	251.0	290.0	294.125
E00058	18120	8010401006744	鹿島建設株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AF55	有価証券報告書－第120期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.057312E9	1.82180997E12	1.55392E11	1.63438002E11	1.04857002E11	1.99282E12	5.5255197E11	5.4853301E11	2.07960003E10	20.0	101.01	528.46			1.93980006E12	5.13302004E11	5.09913989E11		20.56	8.43	8.53	8.97	27.53	19.83	4.05	705.0	843.0	635.0	726.0	685.0
E00059	18870	3010401022812	日本国土開発株式会社	2016	FY	2017-08-31	2016-06-01	2017-05-31	S100B92G	有価証券報告書－第88期(平成28年6月1日－平成29年5月31日)																																				
E00060	18200	8010401021454	西松建設株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AISE	有価証券報告書－第80期(平成28年4月1日－平成29年3月31日)			1	1	3	12	2.77957504E8	3.15227996E11	2.52589998E10	2.54460006E10	1.92100004E10	3.85673986E11	1.69787998E11	1.67802995E11	5.7619999E9	21.0	69.63	611.47			3.68504013E11	1.62970993E11	1.60760005E11		11.95	6.91	8.01	8.07	43.51	29.99	3.54	483.0	606.0	412.0	548.0	470.5
E00061	18830	6010701009184	前田道路株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AP7K	有価証券報告書－第92期(平成28年4月1日－平成29年3月31日)			1	1	3	12	9.4159456E7	2.33106997E11	2.66489999E10	2.70479995E10	1.79220009E10	2.58037006E11	1.94419999E11	1.93313997E11	4.7529999E9	55.0	207.67	2239.97			2.52557001E11	1.84069997E11	1.82941008E11		9.8	10.71	11.43	11.6	74.92	26.52	2.58	1860.0	2100.0	1639.0	1967.0	1873.3333333333333
E00063	18050	8010001008703	飛島建設株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AS7U	有価証券報告書－第74期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.93104352E8	1.17806998E11	5.4770002E9	5.048E9	4.3830001E9	9.8124997E10	2.58940006E10	2.58900009E10	5.77E8	3.0	22.77	134.48			9.4790001E10	2.39280005E10	2.39240008E10		18.32	5.33	4.65	4.28	26.38	13.16	2.41	186.0	203.0	149.0	170.0	178.0
E00064	18100	7010001034956	松井建設株式会社	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AJWY	有価証券報告書－第88期(平成28年4月1日－平成29年3月31日)			1	1	3	12	3.058E7	8.9341002E10	6.0850002E9	6.3859999E9	4.3900001E9	6.9684003E10	3.2598999E10	3.2598999E10	6.71E8	22.0	143.84	1068.11			7.0082003E10	3.0377001E10	3.0377001E10		14.45	9.11	6.81	7.15	46.78	15.28	2.21	756.0	1345.0	690.0	1000.0	755.0
E00065	18150	2010001008709	鉄建建設株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100APD2	有価証券報告書－第76期(平成28年4月1日－平成29年3月31日)	鉄建建設株式会社	http://csr-toshokan.net/ln_book/tekken-2017/download.pdf	1	1	3	12	1.56689568E8	1.65053006E11	6.1069998E9	6.1479997E9	3.99800013E9	1.83729996E11	4.9220002E10	4.8811999E10	7.8E8	5.0	25.61	312.7			1.83700996E11	4.7333999E10	4.6930502E10		8.52	3.35	3.7	3.72	26.57	19.51	1.65	270.0	393.0	245.0	335.0	275.0
E00066	18820	7010401020201	東亜道路工業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AI35	有価証券報告書－第111期(平成28年4月1日－平成29年3月31日)			1	1	3	12	5.220024E7	9.9849003E10	5.3250002E9	5.2600003E9	2.98700006E9	7.9998001E10	3.7896999E10	3.7075001E10	6.08E8	12.0	58.9	731.06			8.0595501E10	3.6452499E10	3.5705E10		8.37	6.53	5.33	5.27	46.34	20.35	1.67	377.0	396.0	241.0	333.0	287.14285714285717
E00067	18840	9010401023409	日本道路株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AQ4U	有価証券報告書－第112期(平成28年4月1日－平成29年3月31日)			1	1	3	12	9.7616184E7	1.34365004E11	7.2860001E9	7.5660001E9	4.4509998E9	1.42443004E11	7.7868999E10	7.7704004E10	1.318E9	15.0	50.64	883.85			1.42570996E11	7.6239004E10	7.6083003E10		5.85	5.31	5.42	5.63	54.55	29.61	1.73	527.0	569.0	366.0	511.0	432.2857142857143
E00069	18110	5120001049004	株式会社錢高組	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100APHN	有価証券報告書－第86期(平成28年4月1日－平成29年3月31日)			1	1	3	12	7.3531408E7	1.10919999E11	3.76600013E9	4.19000013E9	4.3239997E9	1.46928992E11	5.8500002E10	5.8500002E10	3.58E8	5.0	60.18	816.7			1.37611002E11	5.5261E10	5.5261E10		7.82	3.04	3.4	3.78	39.82	8.28	0.65	470.0	578.0	278.0	401.0	379.0
E00073	19410	9240001006971	株式会社中電工	2016	FY	2017-06-28	2016-04-01	2017-03-31	S100AMW9	有価証券報告書－第101期(平成28年4月1日－平成29年3月31日)			1	1	3	12	5.8138116E7	1.47935003E11	9.6749998E9	1.18709996E10	9.2729999E9	2.63618003E11	2.17012994E11	2.14845997E11	4.12099994E9	72.0	160.2	3844.92			2.61846008E11	2.16036E11	2.13954003E11		4.33	4.53	6.54	8.02	81.5	44.44	1.91	2224.0	2646.0	1892.0	2359.0	2103.1666666666665
E00074	19420	9010401006818	株式会社関電工	2016	FY	2017-06-27	2016-04-01	2017-03-31	S100ANLF	有価証券報告書－第103期(平成28年4月1日－平成29年3月31日)			1	1	3	12	2.05288336E8	4.70943007E11	2.63969997E10	2.73450004E10	1.7590999E10	4.24873984E11	2.13356003E11	2.06991E11	4.08499994E9	20.0	86.11	1013.33			4.16277987E11	2.05668008E11	1.99754007E11		8.81	6.57	5.61	5.81	48.72	23.22	1.99	804.0	1109.0	753.0	995.0	780.0
E00075	19440	1120001063033	株式会社きんでん	2016	FY	2017-06-28	2016-04-01	2017-03-31	S100AKY1	有価証券報告書－第103期(平成28年4月1日－平成29年3月31日)			1	1	3	12	2.18141088E8	4.72591008E11	3.6061999E10	3.8045999E10	2.63750001E10	5.7003698E11	3.9922801E11	3.98015005E11	5.64E9	26.0	121.57	1834.53			5.5879598E11	3.87875013E11	3.86500002E11		6.82	6.81	7.63	8.05	69.82	21.38	1.45	1388.0	1599.0	1026.0	1554.0	1204.5
E00076	19460	8180001038758	株式会社トーエネック	2016	FY	2017-06-30	2016-04-01	2017-03-31	S100AMJV	有価証券報告書－第99期(平成28年4月1日－平成29年3月31日)			1	1	3	12	9.6649952E7	1.97841994E11	7.7159997E9	7.9059999E9	5.1699999E9	2.08923001E11	8.8109998E10	8.8109998E10	1.59E9	17.0	55.27	942.25			2.03468997E11	8.5432001E10	8.5432001E10		6.05	3.89	3.9	4.0	42.17	30.75	1.86	694.0	731.0	467.0	556.0	554.25
E00078	19540	2010001016851	日本工営株式会社	2016	FY	2017-09-29	2016-07-01	2017-06-30	S100BEQR	有価証券報告書－第73期(平成28年7月1日－平成29年6月30日)			1	1	33	12	1.7331302E7	1.01337997E11	5.464E9	5.9580001E9	3.288E9	1.13864999E11	5.4874001E10	5.4507999E10	1.192E9	75.0	213.39	3530.44			1.07426996E11	5.3167002E10	5.2815E10		6.23	5.55	5.39	5.88	47.87	36.25	2.24	357.0	3095.0	295.0	2919.0	342.0
E00079	18920	5180001038835	徳倉建設株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AQ51	有価証券報告書－第72期(平成28年4月1日－平成29年3月31日)																																				
E00080	18850	3011101055078	東亜建設工業株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AOZ0	有価証券報告書－第127期(平成28年4月1日－平成29年3月31日)			1	1	3	12	2.2494628E7	1.67199998E11	6.1959997E9	5.8969999E9	-7.4380001E9	1.83734993E11	6.4958001E10	6.4426E10	0.0	0.0	-355.86	3082.45			1.90113006E11	6.8050502E10	6.7555E10		-11.01	3.1	3.71	3.53	35.06		0.0	267.0	2400.0	145.0	2019.0	187.8
E00081	18880	6290801012011	若築建設株式会社	2016	FY	2017-06-28	2016-04-01	2017-03-31	S100AKBT	有価証券報告書－第201期(平成28年4月1日－平成29年3月31日)			1	1	3	12	1.29649936E8	8.2258002E10	2.97699994E9	2.80300006E9	2.416E9	6.9683003E10	2.34539991E10	2.27029996E10	5.18E8	4.0	18.66	175.24			6.6963001E10	2.22570004E10	2.15600005E10		11.21	4.19	3.62	3.41	32.58	21.44	2.33	127.0	186.0	111.0	146.0	151.0
E00082	18900	9120001077496	東洋建設株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100AO9W	有価証券報告書－第97期(平成28年4月1日－平成29年3月31日)			1	1	3	12	9.4371184E7	1.52586994E11	7.1229998E9	6.3260001E9	4.3030001E9	1.38020995E11	4.2116002E10	4.1292001E10	1.13100006E9	12.0	45.71	439.29			1.34668001E11	4.0592499E10	3.9788999E10		10.81	4.7	4.67	4.15	29.92	26.28	2.79	492.0	534.0	374.0	400.0	444.4166666666667
E00083	18330	7120001004931	株式会社奥村組	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100ADQ7	有価証券報告書－第80期(平成28年4月1日－平成29年3月31日)			1	1	3	12	2.28326128E8	2.03090002E11	1.16780001E10	1.34549996E10	1.36140001E10	2.89473987E11	1.52957993E11	1.52957993E11	6.5730002E9	33.0	68.34	767.85			2.78077014E11	1.48117996E11	1.48117996E11		9.19	4.84	5.75	6.63	52.84	48.28	4.44	587.0	737.0	488.0	676.0	578.0
E00085	18210	2010001131477	三井住友建設株式会社	2016	FY	2017-06-29	2016-04-01	2017-03-31	S100ANKZ	有価証券報告書－第14期(平成28年4月1日－平成29年3月31日)			1	1	3	12	8.1336659E8	4.03908002E11	2.79409992E10	2.61739991E10	1.70349998E10	3.02151991E11	6.3241998E10	5.6947999E10	2.43800013E9	3.0	20.96	70.06			2.97908011E11	5.5688999E10	4.9507E10		34.41	8.79	6.92	6.48	18.85	14.31	4.38	100.0	132.0	82.0	121.0	93.66666666666667
E00086	18930	1010001000006	五洋建設株式会社	2016	FY	2017-06-27	2016-04-01	2017-03-31	S100AKPY	有価証券報告書－第67期(平成28年4月1日－平成29年3月31日)	五洋建設 コーポレートレポート2017	http://csr-toshokan.net/ln_book/pentaocean-2017/download.pdf	1	1	3	12	2.8601392E8	5.00336001E11	2.42739999E10	2.37089997E10	1.52710001E10	3.72310999E11	9.6443998E10	9.6377004E10	3.43000013E9	12.0	53.42	337.1			3.75539007E11	8.8549999E10	8.8481997E10		17.26	6.31	4.85	4.74	25.89	22.46	3.87	473.0	634.0	430.0	538.0	496.0
