edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	csr_title	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E00021	57110	6010001023786	三菱マテリアル株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057TJ	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)			1	1	13	12	1.31489536E9	1.51726994E12	7.1870996E10	8.1093001E10	5.6147001E10	1.89816006E12	6.2951398E11	5.5076199E11	1.04819999E10	8.0	42.85	420.36			1.83833002E12	5.7761097E11	5.03755997E11		11.15	4.41	4.74	5.34	29.02	18.67	1.81	293.0	429.0	282.0	404.0	296.0
E00023	57130	9010401015273	住友金属鉱山株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005BQD	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)			1	1	13	12	5.8162803E8	9.2133399E11	1.25779001E11	1.74225998E11	9.1112997E10	1.74025002E12	1.15895003E12	1.05121998E12	2.64810004E10	48.0	165.11	1905.5			1.65630994E12	1.08899998E12	9.8219799E11		9.28	10.52	13.65	18.91	60.41	29.06	2.43	1291.0	1960.0	1276.0	1758.5	1540.0
E00024	57060	7010701011370	三井金属鉱業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10055WM	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)			1	1	13	12	5.7296614E8	4.73273991E11	3.18350008E10	2.10959995E10	1.72370002E10	5.38645987E11	2.07105999E11	1.96985995E11	3.42599987E9	6.0	30.18	344.91			5.21235988E11	1.88486992E11	1.78928992E11		9.63	4.05	6.73	4.46	36.57	19.88	1.82	238.0	328.0	234.0	274.0	250.5
E00026	57290	2011101016386	日本精鉱株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AW8	有価証券報告書－第120期(平成26年4月1日－平成27年3月31日)			1	2	13	12	1.30295E7	1.31669996E10	9.69E8	9.73E8	6.03E8	1.10529997E10	5.0569999E9	5.0569999E9	1.46E8	12.0	49.38	414.04			1.08690002E10	4.8095002E9	4.8095002E9		12.54	8.95	7.36	7.39	45.75	24.21	3.04	294.0	415.0	275.0	379.0	290.5
E00027	14910	7010001008720	中外鉱業株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AUM	有価証券報告書－第123期(平成26年4月1日－平成27年3月31日)			1	2	13	12	2.89747968E8	2.08140001E10	-2.44E8	-3.5E8	-4.66E8	8.2050002E9	7.1529999E9	7.1430001E9	0.0	0.0	-1.61	24.66			8.5145001E9	7.3894999E9	7.3814999E9		-6.31	-4.11	-1.17	-1.68	87.06		0.0	37.0	37.0	27.0	28.0	29.75
E00028	57140	1010001008750	ＤＯＷＡホールディングス株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10051OS	有価証券報告書－第112期(平成26年4月1日－平成27年3月31日)			1	1	13	12	3.09946016E8	4.64219013E11	3.9094002E10	4.2036998E10	2.65429996E10	3.79193E11	1.95648995E11	1.87120992E11	5.4089999E9	18.0	89.69	632.3			3.68954999E11	1.81317992E11	1.72687E11		15.37	11.39	8.42	9.06	49.35	20.38	2.98	857.0	1097.0	815.0	1028.0	858.0
E00030	33150	5010601029770	日本コークス工業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10053HG	有価証券報告書－第12期(平成26年4月1日－平成27年3月31日)			1	1	9	12	3.0234944E8	1.01797003E11	6.6390001E9	6.1619999E9	2.48899994E9	1.19851E11	4.3833E10	4.3899998E10	9.05E8	3.0	8.25	145.5			1.17557002E11	4.3047502E10	4.3026002E10		5.78	5.24	6.52	6.05	36.63	36.36	2.1	124.0	127.0	102.0	114.0	114.1
E00032	57150	7010001008803	古河機械金属株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10054VV	有価証券報告書－第148期(平成26年4月1日－平成27年3月31日)			1	1	13	12	4.0445568E8	1.72544E11	8.9249997E9	6.6029998E9	9.7930004E9	2.07316992E11	7.0581002E10	6.8782998E10	2.02E9	5.0	24.23	170.22			2.03362992E11	6.3446999E10	6.17385E10		15.86	3.25	5.17	3.83	33.18	20.63	3.18	185.0	244.0	171.0	212.0	185.0
E00033	96750	9380001014473	常磐興産株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10055ML	有価証券報告書－第97期(平成26年4月1日－平成27年3月31日)			1	1	33	12	8.8087784E7	4.9460998E10	1.85500006E9	1.424E9	1.50899994E9	5.8469999E10	1.31469998E10	1.31180001E10	1.75E8	2.0	17.18	149.31			5.8255499E10	1.20889999E10	1.20624998E10	0.0	12.51	2.44	3.75	2.88	22.44	11.6	1.45	142.0	166.0	131.0	153.0	138.0
E00034	88350	8010501031238	太平洋興発株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057Q3	有価証券報告書－第140期(平成26年4月1日－平成27年3月31日)			1	1	26	12	7.7834488E7	3.02019994E10	6.74E8	5.84E8	2.11E8	3.5726E10	1.44039997E10	1.39469998E10	1.94E8	2.5	2.72	179.27			3.6834501E10	1.41725E10	1.37350001E10		1.54	1.59	2.23	1.93	39.04	91.94	1.37	99.0	104.0	85.0	95.0	95.0
E00035	70210	4010401054508	株式会社ニッチツ	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10059KB	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)			1	2	15	12	2.13E7	9.9710003E9	5.21E8	7.71E8	6.1E8	1.71309998E10	1.16659999E10	1.16659999E10	1.27E8	6.0	28.7	548.83			1.66345001E10	1.128E10	1.128E10		5.41	4.63	5.23	7.73	68.1	20.82	1.13	180.0	259.0	167.0	233.0	177.5
E00036	15150	5010001008730	日鉄鉱業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057IC	有価証券報告書－第101期(平成26年4月1日－平成27年3月31日)			1	1	2	12	8.3523192E7	1.25467001E11	1.02320005E10	9.6129997E9	5.9730002E9	1.70054992E11	9.2466004E10	8.9218998E10	5.82E8	7.0	71.75	1071.87			1.65689999E11	8.8610497E10	8.5405E10		6.99	5.8	8.16	7.66	52.46	9.74	0.66	408.0	483.0	375.0	445.0	381.0
E00037	15180	5290001010634	三井松島ホールディングス株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10052MW	有価証券報告書－第159期(平成26年4月1日－平成27年3月31日)			1	1	2	12	1.38677568E8	6.7955999E10	-2.71E8	6.0E8	5.84E8	5.8091E10	3.4432E10	3.4425999E10	5.54E8	4.0	4.22	248.3			5.89515E10	3.3619499E10	3.36149996E10		1.74	1.02	-0.4	0.88	59.26	94.86	1.65	158.0	160.0	122.0	130.0	133.83333333333334
E00041	16620	3010001108219	石油資源開発株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10050TT	有価証券報告書－第45期(平成26年4月1日－平成27年3月31日)			1	1	2	12	5.7154776E7	3.04910991E11	3.21459999E10	5.4839001E10	2.95670006E10	7.3686201E11	5.40646998E11	4.60398002E11	2.85699994E9	50.0	517.35	8055.59			6.9994997E11	5.1878101E11	4.41367003E11		6.7	7.83	10.54	17.99	62.48	9.66	0.55	3445.0	4480.0	3260.0	4075.0	3800.0
E00043	16050	7010401078520	国際石油開発帝石株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10052V4	有価証券報告書－第9期(平成26年4月1日－平成27年3月31日)	国際石油開発帝石株式会社	http://csr-toshokan.net/ln_book/inpex-2015/download.pdf	1	1	2	12	1.46232358E9	1.17123003E12	5.3488599E11	5.7515501E11	7.7820002E10	4.4991502E12	3.28870003E12	3.06668005E12	2.62860001E10	18.0	53.29	2099.95			4.26864987E12	3.14236994E12	2.92889009E12		2.66	13.47	45.67	49.11	68.16	33.78	0.84	1345.0	1661.0	1180.5	1325.5	1427.1666666666667
E00048	19250	6120001059662	大和ハウス工業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057Y5	有価証券報告書－第76期(平成26年4月1日－平成27年3月31日)			1	1	3	12	6.6042182E8	2.81071007E12	1.80351992E11	2.02628006E11	1.17133001E11	3.02101011E12	1.11282002E12	1.10562994E12	3.9535002E10	60.0	177.74	1678.24			2.8434799E12	1.05274999E12	1.04606997E12		11.2	7.13	6.42	7.21	36.6	33.75	3.76	1748.0	2467.5	1673.0	2371.0	1723.0
E00049	18810	9010001034987	株式会社ＮＩＰＰＯ	2014	FY	2015-06-23	2014-04-01	2015-03-31	S10050LQ	有価証券報告書－第114期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.1940184E8	3.96948013E11	3.4394001E10	3.6603998E10	2.24369992E10	4.69453996E11	2.50912997E11	2.46492004E11	2.97699994E9	25.0	188.37	2069.43			4.54959006E11	2.36962005E11	2.32724005E11		9.64	8.05	8.66	9.22	52.51	13.27	1.26	1440.0	2116.0	1386.0	1986.0	1559.0
E00051	18240	4010001008789	前田建設工業株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S100552E	有価証券報告書－第70期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.852136E8	4.05376008E11	1.09779999E10	1.52769997E10	1.36030003E10	4.28229001E11	1.58476993E11	1.52793006E11	1.66499994E9	9.0	76.74	861.93			4.19812999E11	1.43691006E11	1.38571006E11		9.82	3.64	2.71	3.77	35.68	12.24	1.16	670.0	1018.0	661.0	872.0	758.5
E00052	18010	4011101011880	大成建設株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AZR	有価証券報告書－第155期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.17126886E9	1.57327006E12	7.0416998E10	7.4467E10	3.8177001E10	1.73525002E12	4.92113986E11	4.89752003E11	9.2659999E9	8.0	33.52	418.61			1.66715995E12	4.3814001E11	4.35897008E11		8.76	4.47	4.48	4.73	28.22	24.27	2.11	465.0	729.0	443.0	679.0	473.0
E00053	18030	1010401013565	清水建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100565J	有価証券報告書－第113期(平成26年4月1日－平成27年3月31日)			1	1	3	12	7.8851462E8	1.56784001E12	5.0032001E10	5.6246002E10	3.33970002E10	1.70340005E12	4.81896006E11	4.76909011E11	6.2870001E9	8.0	42.56	607.82			1.60804005E12	4.28972016E11	4.24585003E11		7.87	3.5	3.19	3.59	28.0	18.83	1.47	537.0	882.0	501.0	813.0	579.0
E00055	18020	7010401088742	株式会社大林組	2014	FY	2015-06-29	2014-04-01	2015-03-31	S100524C	有価証券報告書－第111期(平成26年4月1日－平成27年3月31日)			1	1	3	12	7.2150963E8	1.77397996E12	4.8388002E10	5.9912999E10	2.8694999E10	1.99618999E12	5.49482988E11	5.07670004E11	7.1810002E9	10.0	39.96	706.94			1.90753997E12	4.98796003E11	4.60063015E11		6.24	3.14	2.73	3.38	25.43	25.03	1.44	592.0	834.0	576.0	780.0	659.0
E00056	18610	1210001001082	株式会社　熊谷組	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1005856	有価証券報告書－第78期(平成26年4月1日－平成27年3月31日)			1	1	3	12	3.77544608E8	3.62090004E11	1.61039995E10	1.56580004E10	5.4579999E9	2.55514001E11	5.3551002E10	5.3551002E10	7.49E8	2.0	15.72	143.28			2.45722006E11	4.7005999E10	4.6234001E10	5.0E9	11.81	6.37	4.45	4.32	20.96	13.72	1.59	254.0	420.0	235.0	375.0	263.0
E00058	18120	8010401006744	鹿島建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1004YQZ	有価証券報告書－第118期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.057312E9	1.69365996E12	1.26649999E10	2.13650002E10	1.51390003E10	1.83925998E12	4.36952007E11	4.34914984E11	5.1990001E9	5.0	14.58	418.86			1.81438002E12	4.00538993E11	4.01572987E11		3.77	1.18	0.75	1.26	23.65	34.34	1.3	369.0	585.0	365.0	558.0	389.0
E00059	18870	3010401022812	日本国土開発株式会社	2014	FY	2015-08-28	2014-06-01	2015-05-31	S1005TWH	有価証券報告書－第86期(平成26年6月1日－平成27年5月31日)																																				
E00060	18200	8010401021454	西松建設株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10057Q5	有価証券報告書－第78期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.77957504E8	3.42989013E11	8.7099996E9	9.9379999E9	9.2199997E9	3.86469003E11	1.49553005E11	1.47847004E11	2.76899994E9	10.0	33.29	533.84			3.8043399E11	1.42377992E11	1.40927992E11		6.54	2.61	2.54	2.9	38.26	30.03	1.94	342.0	577.0	310.0	426.0	367.0
E00061	18830	6010701009184	前田道路株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10056X5	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)			1	1	3	12	9.4159456E7	2.33032008E11	2.36839997E10	2.44839997E10	1.344E10	2.27772006E11	1.64652007E11	1.64314006E11	3.45799987E9	40.0	155.86	1905.13			2.21689004E11	1.57403005E11	1.57081993E11		8.56	11.04	10.16	10.51	72.14	25.73	2.2	1455.0	1996.0	1407.0	1949.0	1583.0
E00063	18050	8010001008703	飛島建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057K8	有価証券報告書－第72期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.42861872E8	1.18652002E11	3.28700006E9	2.684E9	2.44899994E9	9.1593998E10	1.65080003E10	1.65030001E10	1.1E7	0.0	18.1	31.15	1.20698214E10	1.1E7	8.8729002E10	1.01105203E9	1.006552E9	1.37754481E10	242.21	3.02	2.77	2.26	18.02	0.0	0.0	153.0	317.0	140.0	242.0	149.0
E00064	18100	7010001034956	松井建設株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AY9	有価証券報告書－第86期(平成26年4月1日－平成27年3月31日)			1	1	3	12	3.058E7	8.5108998E10	3.632E9	3.872E9	2.19100006E9	6.1405E10	2.58870006E10	2.58870006E10	3.05E8	10.0	71.8	848.18			5.8301002E10	2.40030003E10	2.40030003E10		9.13	6.64	4.27	4.55	42.16	13.92	1.27	446.0	749.0	371.0	705.0	416.0
E00065	18150	2010001008709	鉄建建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10056FR	有価証券報告書－第74期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.56689568E8	1.50671999E11	2.76999987E9	3.61900006E9	1.46700006E9	1.81366997E11	4.4505002E10	4.4101001E10	2.34E8	1.5	9.4	282.48			1.73897007E11	4.0321499E10	3.9926501E10		3.67	2.08	1.84	2.4	24.32	15.95	0.58	279.0	534.0	262.0	414.0	294.0
E00066	18820	7010401020201	東亜道路工業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10059R0	有価証券報告書－第109期(平成26年4月1日－平成27年3月31日)			1	1	3	12	5.220024E7	1.13663001E11	5.5379999E9	6.016E9	4.11000013E9	8.0156E10	3.27399997E10	3.21800008E10	6.59E8	13.0	81.0	634.31			8.0126501E10	3.04240005E10	2.99024998E10		13.74	7.51	4.87	5.29	40.15	16.03	2.17	412.0	488.0	370.0	404.0	423.2857142857143
E00067	18840	9010401023409	日本道路株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057I0	有価証券報告書－第110期(平成26年4月1日－平成27年3月31日)			1	1	3	12	9.7616184E7	1.59054004E11	1.09580001E10	1.16100004E10	7.2259999E9	1.45231004E11	7.1709999E10	7.1577002E10	2.19900006E9	25.0	82.12	813.5			1.43698002E11	6.8243001E10	6.8128502E10		10.61	8.08	6.89	7.3	49.28	30.43	3.22	474.0	637.0	455.0	603.0	520.0
E00069	18110	5120001049004	株式会社錢高組	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10059HV	有価証券報告書－第84期(平成26年4月1日－平成27年3月31日)			1	1	3	12	7.3531408E7	1.13255997E11	2.30099994E9	2.95399987E9	1.40810004E10	1.46861998E11	5.2005999E10	5.2005999E10	0.0	0.0	195.89	723.49			1.48354007E11	4.40385E10	4.40385E10		31.97	1.99	2.03	2.61	35.41	0.0	0.0	290.0	420.0	252.0	384.0	277.5
E00073	19410	9240001006971	株式会社中電工	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100584Q	有価証券報告書－第99期(平成26年4月1日－平成27年3月31日)			1	1	3	12	6.5138116E7	1.45547002E11	9.4299996E9	1.61299999E10	1.04920003E10	2.61858001E11	2.16046993E11	2.14326002E11	3.66E9	62.0	178.29	3638.4			2.55005E11	2.09344004E11	2.07754002E11		5.05	6.33	6.48	11.08	81.85	34.88	1.75	1786.0	2499.0	1390.0	2342.0	1460.0
E00074	19420	9010401006818	株式会社関電工	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10053B4	有価証券報告書－第101期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.05288336E8	4.36681998E11	9.3880003E9	1.0336E10	4.6150001E9	3.66176993E11	1.93344995E11	1.88367995E11	2.86E9	14.0	22.59	922.05			3.63054989E11	1.91518999E11	1.86769998E11		2.47	2.85	2.15	2.37	51.44	61.97	1.49	522.0	779.0	481.0	697.0	548.0
E00075	19440	1120001063033	株式会社きんでん	2014	FY	2015-06-25	2014-04-01	2015-03-31	S1004YT2	有価証券報告書－第101期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.18141088E8	4.67971998E11	2.93250007E10	3.19960003E10	2.05519995E10	5.42246011E11	3.77658999E11	3.75732994E11	4.3399997E9	20.0	94.67	1731.52			5.30354995E11	3.59512015E11	3.57826986E11		5.74	6.03	6.27	6.84	69.29	21.12	1.21	998.0	1553.0	872.0	1502.0	907.0
E00076	19460	8180001038758	株式会社トーエネック	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100518U	有価証券報告書－第97期(平成26年4月1日－平成27年3月31日)			1	1	3	12	9.6649952E7	1.95574006E11	6.9720003E9	7.0770002E9	3.48999987E9	1.91660999E11	8.6806004E10	8.6802997E10	1.12300006E9	12.0	37.29	927.38			1.85282003E11	8.4406002E10	8.4396999E10		4.14	3.82	3.56	3.62	45.29	32.18	1.33	566.0	652.0	480.0	578.0	495.0
E00078	19540	2010001016851	日本工営株式会社	2014	FY	2015-09-30	2014-07-01	2015-06-30	S1005YXD	有価証券報告書－第71期(平成26年7月1日－平成27年6月30日)			1	1	33	12	8.6656512E7	8.1838998E10	4.5020001E9	5.4770002E9	4.26099994E9	8.411E10	5.2980998E10	5.2644E10	7.72E8	10.0	56.01	690.09			8.0127001E10	5.0408002E10	5.0086998E10		8.51	6.84	5.5	6.69	62.59	18.12	1.53	520.0	555.0	412.0	479.0	482.8
E00079	18920	5180001038835	徳倉建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1005882	有価証券報告書－第70期(平成26年4月1日－平成27年3月31日)																																				
E00080	18850	3011101055078	東亜建設工業株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100545Y	有価証券報告書－第125期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.24946288E8	1.98884E11	5.696E9	5.3080003E9	2.08E9	1.90202003E11	6.9004001E10	6.8633002E10	4.25E8	2.0	9.95	328.35			1.89824008E11	6.6490999E10	6.6156999E10		3.14	2.8	2.86	2.67	36.08	20.43	0.64	215.0	229.0	163.0	200.0	180.0
E00081	18880	6290801012011	若築建設株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10056OU	有価証券報告書－第199期(平成26年4月1日－平成27年3月31日)			1	1	3	12	1.29649936E8	7.2879997E10	2.532E9	2.216E9	2.26E9	6.1291999E10	1.9657001E10	1.91030006E10	3.88E8	3.0	17.45	147.46			6.1634998E10	1.80150006E10	1.75224996E10		12.9	3.6	3.47	3.04	31.17	17.17	2.15	139.0	231.0	114.0	186.0	138.66666666666666
E00082	18900	9120001077496	東洋建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100546L	有価証券報告書－第95期(平成26年4月1日－平成27年3月31日)			1	1	3	12	9.4371184E7	1.48468007E11	5.9209999E9	4.6070001E9	3.34599987E9	1.23247002E11	3.5350999E10	3.4466001E10	8.48E8	9.0	41.2	365.39			1.1803E11	2.92615004E10	2.8329001E10		11.81	3.9	3.99	3.1	27.96	25.34	2.9	365.0	610.0	327.0	470.0	358.5
E00083	18330	7120001004931	株式会社奥村組	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1004XGZ	有価証券報告書－第78期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.28326128E8	2.05267993E11	4.052E9	5.616E9	4.9209999E9	2.60301996E11	1.40655002E11	1.40655002E11	2.392E9	12.0	24.66	705.48			2.49982992E11	1.34724002E11	1.34724002E11		3.65	2.25	1.97	2.74	54.04	48.61	1.78	461.0	650.0	404.0	562.0	449.0
E00085	18210	2010001131477	三井住友建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1004ZQD	有価証券報告書－第12期(平成26年4月1日－平成27年3月31日)			1	1	3	12	8.1336659E8	3.77825001E11	1.22649999E10	1.19980001E10	6.9549998E9	2.79449993E11	4.0190001E10	3.4468999E10	8.12E8	1.0	8.59	42.4			2.65082995E11	3.4747625E10	2.94931251E10	3.84375008E8	23.58	4.53	3.25	3.18	12.33	11.68	2.34	108.0	189.0	98.0	166.0	105.0
E00086	18930	1010001000006	五洋建設株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10054Z3	有価証券報告書－第65期(平成26年4月1日－平成27年3月31日)			1	1	3	12	2.8601392E8	4.26237002E11	1.22930002E10	1.13930004E10	6.1830001E9	3.66168998E11	7.7068001E10	7.7032997E10	1.14300006E9	4.0	21.63	269.44			3.3389799E11	7.2280498E10	7.2185504E10		8.57	3.41	2.88	2.67	21.04	18.49	1.58	350.0	472.0	267.0	439.0	316.0
