edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	csr_title	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E00021	57110	6010001023786	三菱マテリアル株式会社	2017	FY	2018-06-22	2017-04-01	2018-03-31	S100D6VS	有価証券報告書－第93期(平成29年4月1日－平成30年3月31日)			1	1	13	12	1.31489536E8	1.59953296E12	7.2818999E10	7.9620997E10	3.4595E10	2.01508402E12	7.6849499E11	6.82471E11	1.04769997E10	80.0	264.15	5211.2			1.95601144E12	7.3934497E11	6.5187598E11		5.31	4.07	4.55	4.98	33.87	30.28	1.42	3370.0	4605.0	3070.0	3200.0	3220.0
E00023	57130	9010401015273	住友金属鉱山株式会社	2017	FY	2018-06-26	2017-04-01	2018-03-31	S100DEMM	有価証券報告書－第93期(平成29年4月1日－平成30年3月31日)			1	1	13	12	2.90814016E8	9.33517E11	1.10203003E11	1.24853002E11	9.1648E10	1.69903705E12	1.12000801E12	1.03643703E12	2.75129999E10	100.0	332.42	3771.69			1.69202745E12	1.0720645E12	9.9906349E11		9.17	7.38	11.81	13.37	61.0	30.02	2.57	1588.5	5562.0	1306.5	4480.0	1428.75
E00024	57060	7010701011370	三井金属鉱業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DED6	有価証券報告書－第93期(平成29年4月1日－平成30年3月31日)			1	1	13	12	5.7296616E7	5.19214989E11	4.9529E10	1.12390001E10	-7.08E8	5.22417996E11	1.78652004E11	1.68192999E11	3.99699994E9	70.0	-12.4	2945.2			5.20699511E11	1.81536506E11	1.71087495E11		-0.41	2.16	9.54	2.16	32.2		2.2	379.0	7200.0	324.0	4830.0	376.0
E00026	57290	2011101016386	日本精鉱株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100DJ11	有価証券報告書－第123期(平成29年4月1日－平成30年3月31日)			1	2	13	12	2605900.0	1.4528E10	1.42E9	1.372E9	9.51E8	1.18200003E10	6.5810002E9	6.5810002E9	1.83E8	75.0	389.55	2696.03			1.12679997E10	6.1674998E9	6.1674998E9		15.42	12.18	9.77	9.44	55.68	19.24	2.97	405.0	4580.0	387.0	3640.0	428.0
E00027	14910	7010001008720	中外鉱業株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100DIYP	有価証券報告書－第126期(平成29年4月1日－平成30年3月31日)			1	2	13	12	2.89747968E8	5.2109001E10	-1.85E8	-2.62E8	-9000000.0	7.32E9	6.3049999E9	6.5660001E9	0.0	0.0	-0.03	22.67			7.4525E9	6.4450002E9	6.5705001E9		-0.14	-3.52	-0.36	-0.5	89.7		0.0	27.0	37.0	25.0	26.0	26.0
E00028	57140	1010001008750	ＤＯＷＡホールディングス株式会社	2017	FY	2018-06-26	2017-04-01	2018-03-31	S100DAGB	有価証券報告書－第115期(平成29年4月1日－平成30年3月31日)			1	1	13	12	6.1989208E7	4.54754009E11	3.09479997E10	3.6354998E10	2.46930002E10	4.57840984E11	2.47761994E11	2.38815003E11	5.4089999E9	90.0	417.21	4035.06			4.31222489E11	2.37791494E11	2.29059002E11		10.78	8.43	6.81	7.99	52.16	21.9	2.27	807.0	5010.0	745.0	3810.0	830.0
E00030	33150	5010601029770	日本コークス工業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DET9	有価証券報告書－第15期(平成29年4月1日－平成30年3月31日)			1	1	9	12	3.0234944E8	1.10154998E11	3.496E9	3.22700006E9	4.8179999E9	1.15701998E11	4.6395998E10	4.6395998E10	8.86E8	3.0	15.98	156.93			1.15729998E11	4.5079998E10	4.5079998E10		10.69	2.79	3.17	2.93	40.1	18.39	1.97	96.0	138.0	89.0	108.0	97.5
E00032	57150	7010001008803	古河機械金属株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DBUH	有価証券報告書－第151期(平成29年4月1日－平成30年3月31日)			1	1	13	12	4.0445568E7	1.67695008E11	7.8200003E9	8.1049999E9	4.7740001E9	2.22750999E11	8.7085998E10	8.5010997E10	2.02E9	50.0	118.16	2104.07			2.15392502E11	8.3334996E10	8.1334501E10		5.87	3.76	4.66	4.83	38.16	42.31	2.42	206.0	2681.0	184.0	1985.0	199.8
E00033	96750	9380001014473	常磐興産株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DH54	有価証券報告書－第100期(平成29年4月1日－平成30年3月31日)			1	1	33	12	8808778.0	2.90569994E10	1.252E9	1.096E9	8.37E8	5.3300998E10	1.56830003E10	1.56490004E10	1.75E8	20.0	95.29	1781.44			5.4269002E10	1.52745001E10	1.52409999E10		5.49	2.02	4.31	3.77	29.36	20.91	1.15	1620.0	1960.0	1609.0	1911.0	1748.0
E00034	88350	8010501031238	太平洋興発株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DGCL	有価証券報告書－第143期(平成29年4月1日－平成30年3月31日)			1	1	26	12	7783448.0	3.6134998E10	9.89E8	8.3E8	5.08E8	3.9914E10	1.51020001E10	1.45510001E10	2.33E8	30.0	65.31	1870.5			3.8877499E10	1.49034998E10	1.43634995E10		3.54	2.13	2.74	2.3	36.46	45.87	1.56	97.0	1127.0	89.0	1030.0	98.66666666666667
E00035	70210	4010401054508	株式会社ニッチツ	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100D8YH	有価証券報告書－第93期(平成29年4月1日－平成30年3月31日)			1	2	15	12	2130000.0	8.7500001E9	3.41E8	3.47E8	1.6E7	1.57380004E10	1.14009999E10	1.14009999E10	6.3E7	30.0	7.57	5364.81			1.59425004E10	1.14445005E10	1.14445005E10		0.14	2.18	3.9	3.97	72.44	393.75	0.55	205.0	2339.0	190.0	1970.0	199.0
E00036	15150	5010001008730	日鉄鉱業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DF7O	有価証券報告書－第104期(平成29年4月1日－平成30年3月31日)			1	1	2	12	8352319.0	1.18709002E11	9.0229996E9	9.0619996E9	4.9849999E9	1.72715999E11	1.06357998E11	1.01643002E11	7.48E8	90.0	599.12	12215.65			1.70105995E11	1.04378499E11	9.9842499E10		4.99	5.33	7.6	7.63	58.85	15.01	0.72	6020.0	8490.0	5420.0	6160.0	5755.0
E00037	15180	5290001010634	三井松島ホールディングス株式会社	2017	FY	2018-06-22	2017-04-01	2018-03-31	S100DA3Z	有価証券報告書－第162期(平成29年4月1日－平成30年3月31日)			1	1	2	12	1.30644E7	6.6322002E10	1.53100006E9	2.1E9	1.52E9	5.8283999E10	3.35740006E10	3.35740006E10	5.22E8	40.0	116.36	2569.94			5.8698498E10	3.26474998E10	3.26409994E10		4.66	3.58	2.31	3.17	57.6	34.34	1.6	1445.0	1679.0	1266.0	1514.0	1393.0
E00041	16620	3010001108219	石油資源開発株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DDZK	有価証券報告書－第48期(平成29年4月1日－平成30年3月31日)			1	1	2	12	5.7154776E7	2.30628999E11	8.7640003E9	3.828E9	-3.09580001E10	6.99539E11	4.57206989E11	4.2306601E11	1.14300006E9	20.0	-541.69	7402.41			7.2313897E11	4.83907994E11	4.30292009E11		-7.19	0.53	3.8	1.66	60.48		0.24	2564.0	3340.0	2070.0	2429.0	2282.2
E00043	16050	7010401078520	国際石油開発帝石株式会社	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100DCXV	有価証券報告書－第12期(平成29年4月1日－平成30年3月31日)			1	1	2	12	1.46232358E9	9.3370103E11	3.57362991E11	3.87269001E11	4.0362E10	4.25556496E12	3.15886797E12	2.91667994E12	2.62860001E10	18.0	27.64	1997.24			4.28386943E12	3.18320489E12	2.92992451E12		1.38	9.04	38.27	41.48	68.54	65.13	0.83	1094.5	1529.0	988.0	1316.0	1043.5
E00048	19250	6120001059662	大和ハウス工業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DG9P	有価証券報告書－第79期(平成29年4月1日－平成30年3月31日)			1	1	3	12	6.6623821E8	3.79599192E12	3.47141014E11	3.44593007E11	2.36356993E11	4.03527198E12	1.51358498E12	1.47453903E12	7.1280001E10	107.0	355.87	2218.17			3.79557852E12	1.42174296E12	1.39141448E12		16.99	9.08	9.14	9.08	36.54	30.16	5.01	3207.0	4594.0	3096.0	4100.0	3311.0
E00049	18810	9010001034987	株式会社ＮＩＰＰＯ	2017	FY	2018-06-22	2017-04-01	2018-03-31	S100D98V	有価証券報告書－第117期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.1940184E8	4.04153008E11	3.8619001E10	4.0345002E10	2.66099999E10	5.10626988E11	3.21829011E11	3.14259997E11	4.7629998E9	40.0	223.45	2638.91			5.03404495E11	3.08386497E11	3.01378994E11		8.83	8.01	9.56	9.98	61.54	17.9	1.54	2127.0	2715.0	1995.0	2467.0	2146.0
E00051	18240	4010001008789	前田建設工業株式会社	2017	FY	2018-06-25	2017-04-01	2018-03-31	S100DBDO	有価証券報告書－第73期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.9795568E8	4.67724009E11	3.5385999E10	3.7018001E10	2.30570004E10	6.8533702E11	2.34389996E11	2.21093003E11	3.16499994E9	16.0	121.35	1163.63			6.6696898E11	2.17950503E11	2.05818495E11		11.2	5.55	7.57	7.91	32.26	13.73	1.45	994.0	1694.0	938.0	1255.0	1026.0
E00052	18010	4011101011880	大成建設株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100DBBN	有価証券報告書－第158期(平成29年4月1日－平成30年3月31日)	大成建設株式会社	http://csr-toshokan.net/ln_book/taisei-2018/download.pdf	1	1	3	12	2.24541168E8	1.58549698E12	1.81858992E11	1.85348997E11	1.26788002E11	1.93082504E12	6.6901901E11	6.6715202E11	2.80310006E10	125.0	561.36	2975.02			1.84545155E12	6.1991597E11	6.1796549E11		20.52	10.04	11.47	11.69	34.55	22.11	4.52	812.0	6620.0	801.0	5400.0	850.0
E00053	18030	1010401013565	清水建設株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DFEZ	有価証券報告書－第116期(平成29年4月1日－平成30年3月31日)			1	1	3	12	7.8851462E8	1.51943499E12	1.21373E11	1.24130001E11	8.4978E10	1.79634097E12	6.5633E11	6.5085198E11	2.04330004E10	26.0	108.31	829.58			1.74226905E12	6.166045E11	6.1131247E11		13.9	7.12	7.99	8.17	36.23	24.05	3.31	1005.0	1396.0	895.0	951.0	1069.0
E00055	18020	7010401088742	株式会社大林組	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100DD1L	有価証券報告書－第114期(平成29年4月1日－平成30年3月31日)			1	1	3	12	7.2150963E8	1.90065502E12	1.37800008E11	1.43951004E11	9.2661998E10	2.14886095E12	7.1152501E11	6.84836E11	2.0105001E10	28.0	129.09	954.05			2.08242855E12	6.7780051E11	6.3949799E11		14.49	6.91	7.25	7.57	31.87	21.7	2.97	1060.0	1609.0	1013.0	1164.0	1081.0
E00056	18610	1210001001082	株式会社　熊谷組	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DGYX	有価証券報告書－第81期(平成29年4月1日－平成30年3月31日)			1	1	3	12	4.680566E7	3.74018998E11	2.30409994E10	2.26819994E10	1.57830001E10	3.3366501E11	1.26374003E11	1.26374003E11	4.20999987E9	90.0	389.63	2707.51			3.02786511E11	1.03330996E11	1.03330996E11		15.27	7.49	6.16	6.06	37.87	26.67	4.07	292.0	3780.0	276.0	3420.0	300.0
E00058	18120	8010401006744	鹿島建設株式会社	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100D6JZ	有価証券報告書－第121期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.057312E9	1.83062495E12	1.58373003E11	1.79715998E11	1.26777999E11	2.07418203E12	6.6979502E11	6.6602002E11	2.49539994E10	24.0	122.14	641.69			2.033502E12	6.1117353E11	6.072765E11		20.88	8.84	8.65	9.82	32.11	19.68	4.08	734.0	1299.0	721.0	987.0	757.0
E00059	18870	3010401022812	日本国土開発株式会社	2017	FY	2018-08-30	2017-06-01	2018-05-31	S100E14Q	有価証券報告書－第89期(平成29年6月1日－平成30年5月31日)																																				
E00060	18200	8010401021454	西松建設株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100D94R	有価証券報告書－第81期(平成29年4月1日－平成30年3月31日)			1	1	3	12	5.5591504E7	2.84411986E11	2.2752E10	2.35480003E10	1.69139999E10	3.83953011E11	1.85219006E11	1.83170007E11	5.1960003E9	95.0	308.52	3348.41			3.84813498E11	1.77503502E11	1.75486501E11		9.64	6.12	8.0	8.28	47.71	30.72	2.93	551.0	3580.0	527.0	2638.0	567.0
E00061	18830	6010701009184	前田道路株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DFW1	有価証券報告書－第93期(平成29年4月1日－平成30年3月31日)			1	1	3	12	9.4159456E7	2.34369008E11	2.34020004E10	2.38100009E10	9.2010004E9	2.88599015E11	2.01977004E11	2.00791998E11	4.7529999E9	55.0	106.62	2326.81			2.73318003E11	1.98198493E11	1.97053006E11		4.67	8.71	9.99	10.16	69.57	51.66	2.4	1986.0	2750.0	1880.0	2150.0	2054.0
E00063	18050	8010001008703	飛島建設株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100DIMZ	有価証券報告書－第75期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.93104352E8	1.31120996E11	8.2520003E9	7.7970002E9	6.024E9	1.02021997E11	3.17699994E10	3.17610004E10	7.7E8	4.0	31.3	164.98			1.00073497E11	2.8832E10	2.88254996E10		20.9	7.79	6.29	5.95	31.13	12.78	2.67	171.0	199.0	152.0	177.0	166.125
E00064	18100	7010001034956	松井建設株式会社	2017	FY	2018-06-29	2017-04-01	2018-03-31	S100D9VW	有価証券報告書－第89期(平成29年4月1日－平成30年3月31日)			1	1	3	12	3.058E7	9.2344001E10	5.0790001E9	5.3949998E9	3.61699994E9	7.9317E10	3.6134998E10	3.6134998E10	7.32E8	24.0	118.53	1183.96			7.4500497E10	3.4367001E10	3.4367001E10		10.52	7.24	5.5	5.84	45.56	20.24	2.13	999.0	1055.0	757.0	796.0	911.6666666666666
E00065	18150	2010001008709	鉄建建設株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DDAN	有価証券報告書－第77期(平成29年4月1日－平成30年3月31日)	鉄建建設株式会社	http://csr-toshokan.net/ln_book/tekken-2018/download.pdf	1	1	3	12	1.5668956E7	1.68551006E11	6.6140001E9	6.8860001E9	5.6390001E9	1.91845007E11	5.5838999E10	5.5417999E10	1.17E9	75.0	361.33	3550.99			1.87787493E11	5.25295E10	5.2115001E10		10.82	3.67	3.92	4.09	28.89	20.75	2.23	336.0	3880.0	302.0	3055.0	330.0
E00066	18820	7010401020201	東亜道路工業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DBTS	有価証券報告書－第112期(平成29年4月1日－平成30年3月31日)			1	1	3	12	5220023.0	9.8218E10	4.3000003E9	4.184E9	2.51800013E9	8.9901998E10	4.0375001E10	3.9387001E10	5.07E8	100.0	496.68	7769.38			8.495E10	3.9136002E10	3.8230999E10		6.59	4.93	4.38	4.26	43.81	20.14	1.3	333.0	4655.0	317.0	4060.0	345.0
E00067	18840	9010401023409	日本道路株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DGB0	有価証券報告書－第113期(平成29年4月1日－平成30年3月31日)			1	1	3	12	9761618.0	1.40689998E11	6.7420001E9	7.2839997E9	1.44899994E9	1.48623999E11	7.7757997E10	7.7572997E10	1.318E9	150.0	164.88	8824.68			1.45533501E11	7.7813498E10	7.76385E10		1.87	5.01	4.79	5.18	52.19	90.96	1.69	514.0	6950.0	461.0	5210.0	500.0
E00069	18110	5120001049004	株式会社錢高組	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DH4I	有価証券報告書－第87期(平成29年4月1日－平成30年3月31日)			1	1	3	12	7353140.0	1.26005002E11	7.048E9	7.4380001E9	5.7740001E9	1.56785E11	6.6237002E10	6.6237002E10	7.16E8	100.0	806.24	9247.48			1.51857005E11	6.2368502E10	6.2368502E10		9.26	4.9	5.59	5.9	42.25	12.4	1.15	401.0	6860.0	363.0	5020.0	401.0
E00073	19410	9240001006971	株式会社中電工	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100DEFT	有価証券報告書－第102期(平成29年4月1日－平成30年3月31日)			1	1	3	12	5.8138116E7	1.48300005E11	8.5350001E9	1.1744E10	7.8089999E9	2.70878999E11	2.22373003E11	2.18843005E11	5.2770002E9	94.0	139.61	3909.09			2.67248501E11	2.19693007E11	2.16844501E11		3.6	4.39	5.76	7.92	80.79	67.58	2.4	2372.0	3490.0	2289.0	2877.0	2448.0
E00074	19420	9010401006818	株式会社関電工	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100D58V	有価証券報告書－第104期(平成29年4月1日－平成30年3月31日)			1	1	3	12	2.05288336E8	5.07204993E11	2.92610007E10	3.00309996E10	1.90579999E10	4.43751989E11	2.30809993E11	2.24144998E11	4.9020001E9	24.0	93.31	1097.36			4.34313003E11	2.22083006E11	2.15568007E11		8.84	6.91	5.77	5.92	50.51	25.72	2.21	1007.0	1282.0	986.0	1212.0	1108.0
E00075	19440	1120001063033	株式会社きんでん	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100DBU5	有価証券報告書－第104期(平成29年4月1日－平成30年3月31日)			1	1	3	12	2.18141088E8	5.00699988E11	3.8618001E10	4.0383001E10	2.94780006E10	6.0633501E11	4.33227006E11	4.32066986E11	6.0739999E9	28.0	135.87	1991.52			5.8818599E11	4.16227492E11	4.15040995E11		7.1	6.87	7.71	8.07	71.26	20.61	1.46	1544.0	1955.0	1465.0	1762.0	1687.0
E00076	19460	8180001038758	株式会社トーエネック	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DDN3	有価証券報告書－第100期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.932999E7	2.07197995E11	9.0020004E9	8.9179996E9	5.7830001E9	2.39394996E11	9.3357998E10	9.3355999E10	1.776E9	95.0	309.28	4993.93			2.24159007E11	9.0734002E10	9.0733003E10		6.37	3.98	4.34	4.3	39.0	30.71	1.96	553.0	3510.0	513.0	3105.0	590.0
E00078	19540	2010001016851	日本工営株式会社	2017	FY	2018-09-28	2017-07-01	2018-06-30	S100E7BI	有価証券報告書－第74期(平成29年7月1日－平成30年6月30日)			1	1	33	12	1.5905049E7	1.06023002E11	6.5609999E9	6.7209999E9	4.5549998E9	1.14505998E11	5.9449E10	5.8362999E10	1.192E9	75.0	294.12	3755.55			1.14185503E11	5.7161499E10	5.6435499E10		8.07	5.89	6.19	6.34	50.97	26.17	2.09	2927.0	4320.0	2703.0	3235.0	2988.0
E00079	18920	5180001038835	徳倉建設株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DHS8	有価証券報告書－第73期(平成29年4月1日－平成30年3月31日)																																				
E00080	18850	3011101055078	東亜建設工業株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DGH5	有価証券報告書－第128期(平成29年4月1日－平成30年3月31日)			1	1	3	12	2.2494628E7	1.61045004E11	2.87900006E9	2.71399987E9	1.75E9	1.90296998E11	6.7747E10	6.7191001E10	4.25E8	20.0	83.74	3214.86			1.87016004E11	6.6352501E10	6.5808499E10		2.66	1.45	1.79	1.69	35.31	24.29	0.64	2019.0	3245.0	1731.0	2250.0	1908.0
E00081	18880	6290801012011	若築建設株式会社	2017	FY	2018-06-27	2017-04-01	2018-03-31	S100D9VQ	有価証券報告書－第202期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.2964993E7	9.2467003E10	3.71299994E9	3.55900006E9	2.812E9	7.7719003E10	2.60029993E10	2.51709993E10	6.08E8	47.0	217.13	1943.02			7.3700999E10	2.47285002E10	2.39369994E10		11.75	4.83	4.02	3.85	32.39	21.62	2.46	146.0	1958.0	135.0	1649.0	146.0
E00082	18900	9120001077496	東洋建設株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DCZ4	有価証券報告書－第98期(平成29年4月1日－平成30年3月31日)			1	1	3	12	9.4371184E7	1.72634997E11	1.08280003E10	1.05339996E10	7.0499999E9	1.54984006E11	4.864E10	4.7532999E10	1.414E9	15.0	75.01	505.67			1.465025E11	4.5377999E10	4.4412502E10		15.87	7.19	6.27	6.1	30.67	20.06	3.12	400.0	684.0	370.0	490.0	401.0
E00083	18330	7120001004931	株式会社奥村組	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100D4KU	有価証券報告書－第81期(平成29年4月1日－平成30年3月31日)			1	1	3	12	4.5665224E7	2.23926993E11	1.58529997E10	1.72750008E10	1.51629998E10	3.16543992E11	1.67723008E11	1.67723008E11	7.3289999E9	184.0	380.65	4210.7			3.03009006E11	1.60340492E11	1.60340492E11		9.46	5.7	7.08	7.71	52.99	48.33	4.57	667.0	4895.0	626.0	4195.0	689.0
E00085	18210	2010001131477	三井住友建設株式会社	2017	FY	2018-06-28	2017-04-01	2018-03-31	S100DGNP	有価証券報告書－第15期(平成29年4月1日－平成30年3月31日)			1	1	3	12	1.62673328E8	4.17310015E11	3.05840005E10	2.84629996E10	2.07229993E10	3.17687988E11	8.2852004E10	7.6012003E10	2.92499994E9	18.0	127.48	467.65			3.09920006E11	7.3046999E10	6.6480001E10		31.17	9.18	7.33	6.82	23.93	14.11	4.0	120.0	732.0	111.0	630.0	121.0
